"","ID","tree","device","sensor","week","rep","nm","refl"
"256","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",578,0.000324984466666667
"257","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",579,0.000250282911111114
"258","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",580,0.000244759231578947
"259","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",581,0.000256530021052631
"260","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",582,0.00048875995
"261","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",583,0.00070136888947368
"262","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",584,0.00051692978421052
"263","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",585,0.000354469477777775
"264","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",586,0.000279924366666667
"265","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",587,0.000240210544444444
"266","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",588,0.000252743655555556
"267","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",589,0.000403812563157902
"268","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",590,0.000647238668421063
"269","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",591,0.000566069255555551
"270","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",592,0.000345787477777782
"271","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",593,0.000267951531578948
"272","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",594,0.0002059429
"273","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",595,0.000270470344444446
"274","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",596,0.000356185466666673
"275","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",597,0.0005266513
"276","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",598,0.000554798800000003
"277","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",599,0.000369468800000001
"278","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",600,0.00024884566111111
"279","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",601,0.000192929383333331
"280","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",602,0.000182758883333333
"281","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",603,0.000192193716666667
"282","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",604,0.000401045252631576
"283","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",605,0.0006320542
"284","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",606,0.000464671866666662
"285","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",607,0.000314412188888886
"286","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",608,0.000232643133333333
"287","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",609,0.000194019721052631
"288","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",610,0.00022011477368421
"289","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",611,0.000339510661111114
"290","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",612,0.000552207383333341
"291","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",613,0.000467802988888885
"292","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",614,0.000256069544444448
"293","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",615,0.00020694795
"294","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",616,0.000175998715789473
"295","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",617,0.000145988873684209
"296","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",618,0.000126781500000001
"297","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",619,0.000150784
"298","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",620,0.000214443655555554
"299","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",621,0.000337589044444446
"300","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",622,0.000351183642105261
"301","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",623,0.000291744378947366
"302","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",624,0.000246132594444444
"303","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",625,0.000206446872222223
"304","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",626,0.0001884231
"305","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",627,0.00017686785
"306","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",628,0.00020186735
"307","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",629,0.000291295116666658
"308","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",630,0.000531055505555553
"309","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",631,0.000527710989473683
"310","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",632,0.000281261568421048
"311","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",633,0.000173983733333333
"312","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",634,0.000159486955555556
"313","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",635,0.0001573656
"314","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",636,0.0001583381
"315","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",637,0.000606968322222234
"316","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",638,0.000903950099999988
"317","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",639,0.0005943381
"318","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",640,0.000380938205263159
"319","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",641,0.000311856468421053
"320","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",642,0.000253017766666666
"321","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",643,0.000204422099999998
